"click","device","ad_position","user_segment","pages_viewed","time_on_site","topic_match","past_ctr_hi"
0,"mobile","middle","returning",3,42,0,0
1,"desktop","top","returning",2,80,0,1
0,"mobile","middle","returning",11,97,0,0
0,"desktop","middle","returning",4,67,0,0
0,"mobile","middle","new",6,64,0,1
0,"mobile","middle","new",4,64,1,0
1,"desktop","middle","new",8,87,0,1
0,"desktop","top","returning",4,31,1,0
1,"desktop","top","returning",6,57,1,0
1,"desktop","top","returning",6,102,0,1
0,"mobile","middle","new",4,50,0,0
0,"desktop","top","returning",4,38,1,0
0,"desktop","middle","returning",7,72,0,1
1,"desktop","top","new",8,83,1,0
0,"desktop","top","returning",5,77,0,1
0,"mobile","top","new",2,91,1,0
0,"desktop","top","returning",7,40,1,0
0,"mobile","middle","returning",4,103,0,0
0,"mobile","middle","returning",5,94,0,0
0,"mobile","top","new",8,77,0,0
0,"mobile","top","new",2,86,0,1
1,"mobile","middle","new",6,32,1,0
0,"mobile","middle","returning",6,178,0,0
0,"desktop","top","new",6,49,0,0
0,"mobile","top","returning",6,119,0,0
1,"mobile","top","returning",4,123,0,0
0,"mobile","bottom","returning",5,34,0,0
0,"mobile","middle","new",4,53,1,0
0,"mobile","top","new",5,66,0,1
0,"mobile","top","new",4,42,0,0
0,"desktop","top","new",6,80,0,0
0,"mobile","top","new",8,63,1,0
0,"mobile","bottom","new",3,51,0,0
1,"mobile","top","returning",4,46,1,0
0,"desktop","top","returning",4,104,0,0
0,"mobile","middle","returning",7,79,1,0
0,"mobile","top","new",4,36,0,0
1,"mobile","top","returning",7,153,0,1
0,"desktop","bottom","returning",5,117,0,1
0,"mobile","top","returning",4,66,0,0
1,"mobile","top","returning",7,178,1,1
0,"mobile","middle","returning",4,38,0,0
1,"mobile","top","returning",4,29,0,0
0,"mobile","top","new",4,19,1,0
0,"mobile","bottom","new",7,48,0,0
0,"mobile","middle","new",9,50,0,0
1,"mobile","top","returning",2,105,1,1
0,"mobile","middle","returning",3,125,0,0
1,"desktop","top","returning",3,72,1,0
0,"desktop","top","new",2,59,1,0
0,"mobile","middle","returning",5,51,0,1
0,"desktop","top","returning",5,105,0,0
1,"mobile","top","new",4,46,1,1
0,"mobile","bottom","new",4,61,0,0
0,"mobile","top","new",6,51,0,1
0,"desktop","top","new",1,51,0,0
0,"desktop","middle","returning",8,65,0,0
1,"mobile","top","returning",5,73,1,1
1,"mobile","middle","new",7,81,1,0
0,"mobile","top","returning",5,48,1,0
0,"desktop","middle","returning",5,33,0,1
0,"desktop","top","new",4,166,1,0
0,"mobile","middle","returning",4,92,0,1
0,"mobile","middle","returning",7,109,0,0
1,"desktop","top","returning",5,42,1,1
0,"mobile","top","new",3,37,0,0
0,"desktop","bottom","returning",6,74,1,0
0,"desktop","middle","new",3,41,0,0
1,"mobile","top","returning",1,94,0,0
1,"mobile","middle","returning",5,91,1,0
1,"desktop","top","returning",5,116,1,1
0,"mobile","middle","returning",6,64,0,0
0,"desktop","middle","returning",8,55,0,0
1,"mobile","middle","returning",7,34,0,1
0,"mobile","top","new",3,71,1,0
1,"desktop","top","returning",6,199,0,0
0,"mobile","middle","new",5,62,0,1
1,"desktop","top","new",6,51,1,0
1,"mobile","middle","returning",4,32,1,1
1,"desktop","middle","returning",4,61,1,0
1,"mobile","top","returning",7,28,1,1
1,"mobile","middle","new",5,96,1,0
0,"mobile","top","returning",6,71,0,0
0,"mobile","middle","new",4,279,0,1
0,"desktop","top","returning",1,77,1,0
0,"mobile","middle","returning",4,100,0,0
1,"mobile","bottom","returning",5,241,0,1
0,"mobile","middle","returning",9,44,0,0
1,"desktop","middle","returning",5,52,1,0
0,"desktop","top","returning",1,38,1,0
1,"mobile","bottom","returning",4,45,0,1
1,"mobile","top","returning",3,64,1,0
0,"desktop","top","returning",6,42,0,0
0,"desktop","middle","returning",4,64,1,0
0,"mobile","middle","new",6,86,1,0
1,"mobile","top","returning",7,128,1,1
1,"mobile","middle","returning",3,21,1,0
0,"mobile","bottom","new",7,36,1,0
0,"mobile","bottom","returning",4,87,1,0
1,"desktop","top","returning",5,230,1,1
0,"desktop","middle","returning",4,37,0,1
0,"mobile","middle","returning",1,41,0,0
0,"mobile","middle","returning",4,144,1,0
0,"mobile","top","new",1,32,1,0
0,"mobile","middle","returning",2,127,0,1
1,"desktop","top","returning",5,36,1,0
0,"desktop","middle","new",6,22,0,0
0,"desktop","top","returning",6,50,0,1
0,"mobile","top","new",4,137,0,0
0,"mobile","bottom","returning",6,69,1,0
0,"desktop","top","returning",7,65,0,0
0,"mobile","top","new",4,79,0,0
0,"mobile","middle","returning",6,62,0,0
1,"desktop","middle","returning",2,210,1,1
1,"desktop","middle","returning",4,95,1,1
0,"desktop","middle","new",5,78,0,0
1,"mobile","top","returning",6,39,1,1
0,"mobile","top","returning",3,56,1,0
0,"mobile","middle","returning",4,34,0,0
0,"desktop","middle","returning",5,45,0,0
0,"desktop","middle","returning",7,46,1,0
0,"desktop","bottom","new",7,41,1,0
1,"mobile","middle","new",5,45,0,1
0,"mobile","middle","returning",6,61,0,0
1,"desktop","top","returning",6,111,0,1
1,"mobile","middle","returning",3,137,1,1
0,"desktop","middle","new",10,57,0,1
1,"mobile","top","returning",5,143,1,0
0,"desktop","top","new",6,119,1,0
1,"mobile","middle","returning",2,139,0,1
0,"mobile","top","returning",5,124,0,0
0,"desktop","middle","new",5,73,0,0
0,"mobile","top","new",7,20,1,0
0,"mobile","top","returning",6,79,0,0
0,"desktop","middle","returning",5,39,0,0
0,"mobile","middle","new",6,65,0,0
0,"mobile","top","returning",6,113,0,0
0,"mobile","bottom","new",7,73,0,1
1,"mobile","top","returning",7,77,1,1
0,"mobile","top","new",6,116,1,0
0,"mobile","top","returning",3,47,0,0
1,"desktop","middle","returning",4,171,0,1
1,"mobile","top","new",4,54,0,0
1,"mobile","top","returning",8,56,1,1
1,"mobile","top","returning",5,61,0,0
0,"mobile","middle","returning",4,105,0,1
1,"desktop","top","new",9,110,0,0
0,"mobile","top","returning",8,58,0,0
1,"mobile","top","new",5,83,1,0
0,"mobile","middle","new",6,109,1,0
1,"mobile","top","returning",3,60,0,1
0,"desktop","top","returning",6,67,1,0
0,"desktop","top","new",4,54,1,0
1,"mobile","middle","returning",5,85,0,1
0,"desktop","middle","new",3,51,0,1
0,"mobile","bottom","returning",1,141,0,0
0,"desktop","top","new",2,60,1,0
0,"mobile","top","returning",7,62,0,0
0,"desktop","top","returning",2,106,1,0
0,"mobile","top","returning",4,186,1,0
0,"mobile","top","new",3,82,0,0
1,"mobile","bottom","returning",5,189,1,0
1,"mobile","middle","new",6,54,0,1
0,"desktop","bottom","returning",4,85,1,1
0,"desktop","bottom","returning",3,66,1,0
0,"mobile","bottom","returning",6,203,0,1
1,"desktop","top","new",5,58,0,1
1,"desktop","top","returning",8,258,0,0
1,"desktop","middle","new",5,83,0,1
1,"mobile","top","new",7,68,1,0
0,"desktop","middle","returning",4,53,0,0
0,"mobile","middle","new",7,47,0,0
0,"desktop","top","returning",5,66,0,0
0,"mobile","middle","returning",4,51,0,0
0,"desktop","top","new",5,88,0,0
0,"desktop","bottom","new",5,114,1,1
0,"desktop","top","returning",8,67,1,0
0,"desktop","middle","returning",7,74,0,0
1,"mobile","top","returning",4,83,1,0
0,"desktop","middle","returning",5,35,1,1
1,"mobile","middle","new",7,78,0,1
0,"mobile","bottom","returning",2,74,1,0
0,"mobile","middle","new",5,107,0,0
1,"mobile","middle","new",5,87,0,0
1,"desktop","top","returning",7,50,1,0
0,"mobile","middle","returning",6,110,0,0
1,"mobile","top","returning",7,56,1,0
0,"desktop","middle","returning",6,54,0,0
1,"mobile","top","new",7,36,0,1
1,"desktop","top","returning",10,134,1,1
1,"mobile","top","returning",5,90,1,1
1,"mobile","top","new",7,109,1,1
0,"desktop","top","new",7,70,0,0
0,"desktop","top","returning",2,51,0,1
0,"desktop","top","returning",5,350,0,1
0,"desktop","top","returning",4,40,0,0
0,"mobile","top","returning",3,37,0,1
1,"mobile","bottom","returning",3,126,1,1
1,"mobile","top","new",4,59,0,1
0,"mobile","top","new",4,101,0,1
0,"desktop","top","new",7,33,0,0
0,"desktop","top","returning",6,81,0,0
0,"mobile","top","returning",5,28,1,0
0,"desktop","top","returning",5,54,0,0
1,"mobile","middle","new",9,44,1,1
0,"desktop","bottom","returning",2,79,1,0
0,"desktop","top","returning",5,64,0,0
0,"desktop","middle","returning",6,62,1,0
0,"desktop","top","returning",6,52,0,0
0,"mobile","middle","returning",4,75,1,0
0,"mobile","top","new",6,111,0,0
0,"mobile","top","new",5,100,1,0
1,"mobile","middle","returning",4,67,1,1
0,"desktop","bottom","returning",5,124,0,0
1,"desktop","top","returning",5,52,1,1
0,"mobile","middle","returning",5,104,1,0
1,"mobile","top","returning",7,91,0,1
0,"mobile","middle","returning",7,55,0,0
0,"mobile","bottom","new",7,67,1,0
1,"desktop","middle","returning",4,91,1,1
0,"mobile","top","returning",7,118,0,0
1,"mobile","top","new",5,59,1,0
0,"mobile","middle","returning",7,74,0,0
0,"mobile","top","new",6,86,1,1
1,"mobile","middle","returning",4,81,1,0
0,"mobile","middle","new",5,99,1,0
0,"desktop","middle","returning",4,53,1,1
1,"desktop","top","returning",4,51,0,0
1,"mobile","top","returning",8,111,1,0
0,"desktop","middle","new",8,69,1,0
0,"mobile","bottom","returning",4,33,1,0
1,"desktop","top","returning",4,65,1,1
0,"mobile","top","new",7,172,0,0
1,"desktop","middle","returning",5,30,1,0
1,"mobile","top","new",6,20,1,0
1,"desktop","top","returning",5,56,1,1
1,"mobile","middle","new",7,65,0,0
1,"desktop","middle","returning",6,98,1,1
1,"mobile","middle","new",5,29,0,0
0,"mobile","top","returning",7,34,0,0
1,"mobile","middle","returning",7,67,0,0
0,"mobile","middle","returning",6,88,0,0
0,"mobile","top","new",8,105,0,1
0,"mobile","top","new",4,30,1,1
0,"desktop","top","new",5,64,0,1
1,"desktop","middle","returning",4,81,1,1
0,"mobile","bottom","new",7,42,1,0
0,"mobile","top","returning",5,37,0,1
1,"mobile","top","returning",5,111,1,0
1,"mobile","middle","new",1,46,1,1
0,"desktop","middle","returning",5,149,0,0
1,"mobile","top","new",5,134,1,1
1,"desktop","top","returning",11,63,1,0
0,"desktop","top","new",3,40,1,1
0,"mobile","top","new",7,23,0,1
1,"desktop","middle","new",6,100,1,1
1,"mobile","top","returning",5,61,1,0
1,"desktop","middle","returning",6,181,1,0
0,"desktop","top","new",7,180,0,0
1,"mobile","middle","returning",5,41,1,0
0,"mobile","top","returning",4,69,1,0
0,"desktop","middle","returning",4,64,0,0
0,"mobile","top","returning",1,222,1,0
0,"desktop","top","returning",5,162,0,0
0,"mobile","middle","returning",5,62,1,1
1,"mobile","middle","new",8,45,1,0
1,"desktop","middle","new",6,117,1,1
1,"mobile","middle","returning",7,37,1,1
1,"desktop","top","returning",3,98,1,1
1,"mobile","top","returning",6,145,1,1
0,"mobile","top","returning",3,80,0,0
1,"mobile","top","returning",6,55,1,1
0,"mobile","middle","returning",8,70,0,0
1,"desktop","middle","returning",2,68,1,1
1,"desktop","top","returning",5,73,1,1
1,"mobile","middle","new",5,77,1,1
0,"desktop","top","returning",6,103,1,0
1,"mobile","top","returning",9,66,1,0
1,"desktop","top","returning",1,84,1,1
1,"desktop","middle","returning",7,43,1,1
0,"mobile","bottom","returning",4,151,1,0
1,"desktop","top","returning",5,75,1,0
0,"desktop","middle","new",7,164,1,0
0,"desktop","middle","returning",8,86,1,1
0,"mobile","top","new",8,91,0,0
1,"mobile","middle","returning",9,129,0,0
1,"desktop","middle","returning",1,65,1,0
1,"mobile","middle","returning",4,46,1,0
1,"desktop","top","returning",4,83,1,0
1,"mobile","top","returning",6,90,0,1
0,"mobile","top","returning",3,80,1,0
0,"desktop","middle","new",4,69,0,0
0,"desktop","middle","new",5,49,0,0
0,"mobile","bottom","returning",1,46,0,0
1,"mobile","top","new",6,33,0,1
1,"desktop","top","new",5,42,0,1
1,"mobile","middle","returning",7,54,1,0
0,"desktop","top","new",3,99,0,1
1,"mobile","top","new",5,98,1,0
0,"desktop","middle","returning",7,114,0,0
1,"mobile","top","returning",1,61,0,1
0,"desktop","top","new",7,61,0,1
0,"desktop","top","returning",5,31,0,0
0,"mobile","top","returning",2,121,1,1
0,"mobile","middle","returning",4,112,0,0
1,"desktop","top","returning",3,39,0,1
0,"mobile","top","returning",5,66,1,0
0,"desktop","bottom","new",8,38,0,1
0,"desktop","bottom","returning",5,130,0,0
0,"mobile","top","new",4,62,1,0
0,"mobile","middle","returning",4,38,0,0
0,"desktop","top","returning",6,96,0,1
0,"desktop","top","returning",5,63,1,0
1,"desktop","middle","returning",6,76,1,0
0,"desktop","middle","returning",5,34,1,0
0,"desktop","middle","new",5,77,0,0
0,"mobile","middle","returning",3,63,0,0
0,"mobile","middle","new",3,68,1,0
1,"mobile","bottom","returning",3,44,1,0
1,"desktop","bottom","new",5,62,0,1
0,"mobile","bottom","returning",5,56,0,0
0,"mobile","middle","new",9,65,0,0
1,"mobile","top","new",7,82,0,1
1,"desktop","middle","returning",7,163,0,0
0,"mobile","middle","new",6,104,1,0
0,"mobile","middle","returning",4,63,0,0
1,"desktop","top","returning",6,34,1,0
0,"mobile","top","new",5,29,0,0
1,"desktop","middle","new",3,80,0,1
1,"desktop","middle","new",6,108,1,1
0,"mobile","middle","returning",3,269,0,1
1,"mobile","middle","returning",10,100,1,0
0,"mobile","bottom","returning",4,79,1,0
1,"desktop","middle","returning",5,67,1,1
1,"desktop","top","returning",3,62,0,1
0,"desktop","middle","returning",2,70,1,0
0,"desktop","top","new",6,55,0,0
0,"mobile","top","returning",6,83,0,0
0,"mobile","top","new",8,30,1,0
0,"desktop","middle","returning",3,47,0,0
0,"mobile","middle","new",4,58,0,0
1,"mobile","bottom","returning",10,71,1,0
0,"mobile","middle","new",7,106,0,0
0,"desktop","top","returning",5,42,0,0
0,"desktop","middle","returning",4,91,0,0
0,"mobile","top","returning",4,83,0,0
0,"mobile","middle","new",4,119,0,0
0,"mobile","bottom","new",7,66,1,0
0,"desktop","middle","returning",5,121,0,1
1,"mobile","top","returning",5,60,0,1
0,"desktop","top","new",3,94,1,0
1,"desktop","bottom","new",9,105,1,1
1,"desktop","top","new",6,43,0,1
0,"mobile","middle","returning",4,28,1,0
1,"desktop","top","returning",5,57,1,0
0,"desktop","bottom","returning",3,77,1,0
1,"mobile","bottom","returning",4,61,1,0
1,"desktop","top","returning",3,55,1,1
0,"desktop","middle","returning",7,27,1,0
0,"mobile","top","new",7,29,0,0
1,"desktop","top","returning",7,32,1,0
1,"mobile","bottom","returning",4,38,1,1
0,"mobile","middle","new",4,35,0,0
0,"mobile","bottom","returning",1,63,0,0
0,"mobile","top","returning",6,72,0,0
0,"desktop","middle","returning",3,60,1,1
0,"desktop","bottom","new",8,123,0,0
0,"mobile","middle","returning",5,152,1,0
1,"mobile","middle","new",5,76,1,0
0,"desktop","middle","new",7,80,0,0
0,"mobile","top","returning",4,241,1,0
1,"desktop","top","new",6,59,0,1
0,"mobile","top","returning",7,36,0,0
0,"desktop","middle","new",5,59,0,1
1,"desktop","top","new",9,113,0,1
0,"desktop","top","new",4,57,1,0
1,"mobile","middle","returning",7,216,1,0
1,"mobile","top","returning",6,30,1,1
1,"desktop","top","returning",5,64,0,1
1,"desktop","middle","new",8,38,0,1
0,"mobile","middle","new",5,55,0,1
0,"desktop","top","new",5,44,1,0
0,"mobile","top","new",5,100,0,0
0,"desktop","middle","new",6,61,0,0
0,"desktop","top","new",3,30,0,0
0,"desktop","middle","new",2,147,0,0
0,"desktop","top","returning",3,58,0,0
0,"desktop","bottom","new",4,62,0,0
0,"desktop","top","new",7,46,1,0
0,"mobile","bottom","new",6,28,1,0
1,"mobile","middle","new",5,53,0,0
0,"desktop","top","new",7,65,0,1
1,"mobile","top","returning",7,51,0,1
0,"desktop","middle","returning",2,51,0,0
1,"mobile","top","returning",5,31,1,1
0,"desktop","bottom","new",5,125,1,1
1,"desktop","top","returning",8,71,1,1
0,"desktop","middle","new",4,82,0,1
0,"desktop","middle","returning",5,151,0,1
1,"mobile","top","new",7,31,1,1
0,"mobile","bottom","returning",8,29,1,0
1,"mobile","top","returning",7,93,0,1
0,"mobile","bottom","returning",5,146,1,0
0,"desktop","bottom","returning",6,69,0,0
0,"mobile","middle","returning",1,114,0,0
0,"mobile","bottom","returning",2,97,0,0
0,"mobile","middle","returning",2,65,1,0
0,"mobile","top","new",7,79,0,0
0,"mobile","middle","returning",7,33,0,1
0,"mobile","middle","returning",7,42,1,0
0,"desktop","bottom","new",6,63,0,1
1,"mobile","top","new",5,80,1,1
1,"mobile","top","returning",6,63,0,1
0,"mobile","middle","returning",6,38,0,0
0,"desktop","middle","new",8,57,0,0
1,"mobile","top","returning",3,98,0,1
0,"desktop","top","new",6,72,0,0
0,"mobile","top","new",2,45,0,0
0,"mobile","bottom","returning",1,34,0,0
0,"mobile","bottom","returning",2,54,0,0
1,"desktop","bottom","new",1,134,0,1
1,"desktop","top","returning",3,49,0,1
1,"mobile","top","returning",2,79,0,0
0,"mobile","middle","new",9,83,0,0
0,"desktop","top","returning",7,67,1,0
0,"mobile","bottom","new",5,219,0,0
0,"desktop","top","returning",4,72,0,0
0,"mobile","top","returning",8,55,0,0
0,"mobile","top","new",6,99,1,0
0,"desktop","top","returning",3,73,0,0
0,"mobile","top","returning",5,71,1,0
0,"desktop","middle","returning",5,32,1,0
1,"mobile","top","returning",5,59,1,0
1,"desktop","bottom","returning",9,52,1,1
1,"mobile","top","returning",7,111,1,0
0,"desktop","top","new",6,63,0,0
0,"mobile","bottom","new",4,142,1,0
0,"mobile","top","new",8,122,1,0
1,"mobile","top","returning",7,72,1,0
1,"desktop","middle","new",2,93,0,1
1,"mobile","top","returning",4,98,1,0
0,"mobile","top","returning",8,88,1,0
0,"mobile","top","new",1,94,0,0
1,"mobile","top","returning",4,42,1,0
0,"mobile","bottom","returning",5,61,1,0
0,"desktop","bottom","new",3,67,1,0
1,"mobile","top","returning",8,77,1,0
0,"desktop","middle","returning",4,79,1,0
1,"mobile","top","returning",4,67,0,1
0,"desktop","top","new",2,58,0,0
0,"mobile","bottom","new",5,38,0,1
0,"mobile","middle","new",4,42,0,0
0,"mobile","bottom","returning",4,48,1,0
0,"mobile","top","returning",5,99,1,0
0,"desktop","top","new",7,79,0,0
1,"desktop","top","new",4,160,0,1
1,"mobile","top","returning",4,191,1,1
1,"mobile","middle","returning",5,38,1,0
1,"desktop","top","returning",6,58,1,0
0,"mobile","top","returning",1,82,0,0
0,"mobile","top","returning",2,178,1,1
0,"desktop","bottom","new",5,27,0,0
0,"mobile","top","returning",7,123,1,0
0,"desktop","bottom","returning",5,65,0,1
0,"mobile","top","new",4,58,0,0
0,"desktop","top","returning",5,97,0,1
1,"mobile","bottom","returning",7,186,1,0
0,"mobile","bottom","returning",7,66,0,0
1,"desktop","top","returning",3,40,1,1
0,"mobile","middle","new",7,51,1,0
0,"desktop","top","returning",4,108,0,0
0,"mobile","middle","returning",6,84,0,1
0,"desktop","top","new",5,61,1,0
0,"mobile","middle","new",5,63,0,0
0,"desktop","middle","returning",6,56,0,0
1,"desktop","top","new",10,116,0,0
1,"mobile","top","returning",5,97,1,1
1,"desktop","top","returning",3,63,0,1
1,"desktop","middle","returning",7,42,1,1
0,"desktop","bottom","new",4,125,0,0
0,"desktop","middle","returning",5,71,0,0
0,"desktop","middle","new",3,63,1,1
1,"mobile","top","returning",6,75,1,0
0,"mobile","middle","returning",2,76,0,0
0,"mobile","top","returning",3,98,0,0
0,"desktop","top","new",6,149,1,1
1,"mobile","middle","new",8,20,0,0
0,"desktop","bottom","new",7,72,1,0
1,"mobile","top","new",7,58,0,0
0,"mobile","bottom","new",2,113,0,0
0,"desktop","bottom","returning",6,70,0,1
0,"mobile","bottom","new",4,79,1,0
1,"mobile","middle","returning",5,68,1,1
0,"desktop","top","returning",8,58,0,0
1,"desktop","top","returning",2,315,0,1
0,"desktop","top","new",7,33,0,0
0,"desktop","top","returning",1,39,0,0
1,"mobile","middle","returning",2,80,0,1
0,"desktop","middle","returning",5,55,1,0
1,"desktop","middle","returning",8,73,1,1
0,"mobile","bottom","new",4,36,0,1
0,"mobile","top","new",3,83,1,0
1,"mobile","middle","returning",5,64,0,1
1,"desktop","top","returning",7,26,0,0
0,"mobile","middle","returning",7,59,1,0
1,"mobile","middle","new",5,27,1,0
0,"mobile","middle","new",7,62,0,0
1,"mobile","top","returning",5,64,1,0
1,"desktop","bottom","returning",5,30,1,1
0,"mobile","bottom","returning",5,113,0,0
0,"mobile","bottom","returning",7,72,0,0
0,"mobile","top","new",3,61,0,0
0,"mobile","top","returning",3,107,1,0
1,"mobile","middle","new",4,65,1,0
0,"desktop","top","new",5,40,0,0
0,"mobile","top","new",6,114,0,0
0,"desktop","top","returning",6,87,0,0
0,"mobile","top","returning",9,40,0,0
0,"desktop","middle","returning",4,88,0,1
1,"mobile","bottom","new",9,87,1,1
1,"mobile","top","new",8,68,1,0
0,"desktop","bottom","new",7,98,0,0
1,"mobile","bottom","returning",6,217,0,1
1,"mobile","top","new",5,108,1,1
0,"desktop","top","returning",1,210,0,0
1,"mobile","top","returning",2,150,1,0
0,"desktop","middle","new",3,52,0,0
0,"desktop","middle","new",5,72,0,0
0,"desktop","middle","returning",8,44,0,0
0,"desktop","top","returning",3,75,1,0
0,"mobile","top","returning",6,61,0,0
0,"desktop","middle","returning",1,83,1,0
1,"mobile","top","returning",10,58,1,0
0,"mobile","top","returning",5,53,1,0
1,"desktop","middle","returning",1,55,1,0
1,"mobile","top","returning",7,90,1,0
1,"desktop","top","new",7,40,0,1
0,"desktop","top","new",7,43,0,0
1,"mobile","top","new",7,36,0,1
0,"desktop","top","returning",5,28,0,0
0,"desktop","top","new",8,100,0,0
0,"mobile","bottom","new",5,113,1,0
0,"mobile","middle","new",1,72,1,0
1,"mobile","top","new",9,64,1,0
1,"desktop","top","returning",7,95,1,0
1,"mobile","top","returning",6,51,0,1
0,"desktop","top","new",2,97,1,0
0,"desktop","bottom","new",7,87,0,1
0,"desktop","top","returning",5,26,0,0
0,"desktop","bottom","new",7,81,1,0
0,"mobile","top","returning",9,49,0,0
0,"desktop","top","returning",4,43,0,0
1,"mobile","top","new",6,98,0,0
0,"mobile","middle","new",8,86,0,0
0,"mobile","bottom","returning",7,119,0,0
0,"desktop","bottom","returning",5,157,0,0
0,"mobile","middle","returning",4,88,1,0
1,"mobile","top","returning",6,39,1,0
0,"mobile","bottom","returning",6,95,1,0
0,"desktop","top","returning",3,67,0,1
0,"desktop","top","returning",2,42,1,0
0,"mobile","middle","returning",6,64,1,0
0,"mobile","middle","new",5,49,0,0
0,"desktop","top","returning",3,42,0,0
1,"desktop","top","returning",5,39,1,1
0,"mobile","top","returning",7,64,0,0
0,"mobile","top","new",6,31,0,0
0,"mobile","top","returning",5,25,0,0
0,"mobile","bottom","new",4,110,0,0
1,"mobile","top","returning",5,65,0,1
0,"desktop","bottom","returning",5,73,0,1
0,"mobile","top","new",5,165,1,0
1,"desktop","top","returning",7,39,0,1
1,"mobile","top","returning",7,184,1,0
0,"mobile","top","returning",2,84,0,0
0,"desktop","bottom","returning",6,66,0,1
0,"mobile","middle","new",4,129,1,1
0,"desktop","top","new",6,61,0,0
0,"mobile","bottom","returning",1,40,0,0
0,"mobile","top","new",10,43,0,1
1,"mobile","bottom","new",5,56,1,1
0,"desktop","top","returning",5,30,1,0
0,"desktop","top","returning",6,47,1,0
1,"mobile","top","returning",3,80,1,0
0,"desktop","top","returning",5,39,0,0
1,"mobile","middle","new",6,89,1,1
1,"desktop","middle","returning",4,65,0,1
0,"desktop","middle","new",7,52,0,0
1,"mobile","bottom","returning",4,37,1,1
0,"mobile","bottom","new",6,58,1,1
1,"mobile","top","returning",4,58,1,0
0,"desktop","top","returning",1,116,1,0
1,"desktop","top","new",6,58,1,1
0,"mobile","middle","returning",5,101,0,0
0,"desktop","bottom","new",6,190,1,0
1,"desktop","top","returning",8,40,1,1
0,"mobile","bottom","new",5,57,0,0
0,"mobile","middle","new",7,98,0,0
1,"desktop","middle","new",5,128,1,0
0,"mobile","top","returning",4,73,0,0
1,"desktop","top","returning",4,31,1,0
0,"desktop","middle","returning",7,54,1,0
0,"mobile","middle","returning",5,44,0,1
0,"mobile","top","returning",7,58,0,0
0,"mobile","top","returning",5,73,1,0
0,"mobile","middle","returning",3,55,0,0
1,"mobile","top","new",5,258,1,0
0,"mobile","top","new",3,72,0,0
0,"desktop","top","new",1,44,0,0
0,"desktop","middle","returning",3,64,1,0
0,"mobile","top","returning",2,46,1,0
1,"mobile","top","new",3,111,1,1
0,"mobile","middle","returning",4,74,1,0
0,"mobile","middle","returning",7,37,0,0
0,"mobile","bottom","returning",4,76,0,0
0,"mobile","bottom","returning",4,59,0,0
1,"desktop","top","returning",3,54,0,0
1,"mobile","middle","returning",5,92,1,1
1,"mobile","middle","returning",7,84,1,0
0,"desktop","bottom","new",7,94,0,0
0,"desktop","middle","new",7,55,0,1
0,"mobile","top","returning",6,85,1,1
0,"mobile","middle","new",3,70,1,1
1,"mobile","top","returning",6,19,0,1
0,"mobile","middle","new",4,65,0,0
1,"mobile","top","returning",5,53,1,1
0,"mobile","middle","returning",7,64,0,0
0,"mobile","middle","returning",5,74,1,1
0,"desktop","middle","returning",6,39,1,1
1,"mobile","top","new",6,41,1,0
0,"mobile","top","new",6,89,0,0
0,"desktop","top","returning",3,53,0,0
0,"mobile","top","returning",6,45,0,0
0,"mobile","bottom","new",7,72,0,0
1,"desktop","top","returning",3,61,0,1
0,"desktop","bottom","new",4,56,1,1
0,"mobile","bottom","returning",1,49,1,0
1,"mobile","top","new",6,76,0,0
0,"mobile","top","returning",5,97,1,0
0,"desktop","top","new",3,86,0,0
0,"mobile","top","returning",4,49,0,1
1,"mobile","top","new",2,29,1,1
0,"desktop","bottom","new",7,44,0,0
0,"mobile","bottom","new",3,37,1,1
0,"mobile","middle","new",6,88,1,0
0,"desktop","top","returning",4,97,0,0
1,"mobile","top","returning",6,107,0,1
0,"desktop","bottom","returning",4,67,1,0
0,"desktop","bottom","new",7,27,0,0
1,"mobile","middle","new",5,256,1,1
0,"desktop","middle","returning",6,40,1,0
1,"mobile","middle","returning",6,67,1,0
1,"mobile","middle","returning",6,51,0,1
0,"mobile","middle","returning",5,50,0,1
0,"desktop","middle","returning",6,152,0,0
1,"mobile","top","returning",4,146,1,1
0,"mobile","top","returning",1,26,0,0
1,"mobile","middle","returning",7,34,1,1
0,"desktop","top","new",5,35,0,1
0,"mobile","middle","returning",3,65,0,0
0,"desktop","middle","returning",3,76,0,0
1,"mobile","top","returning",5,87,1,0
1,"desktop","top","returning",1,63,1,0
0,"desktop","top","returning",8,89,0,0
0,"desktop","top","new",5,34,0,1
1,"mobile","top","returning",5,24,1,0
1,"mobile","middle","returning",6,44,1,1
0,"desktop","top","new",2,35,1,0
0,"mobile","middle","returning",8,84,1,0
1,"mobile","bottom","returning",8,26,1,1
1,"mobile","middle","returning",2,57,1,0
0,"desktop","bottom","new",2,42,1,1
0,"mobile","middle","returning",6,71,0,0
1,"mobile","top","returning",6,70,1,1
0,"mobile","top","new",1,40,0,0
0,"mobile","middle","new",10,76,0,0
0,"desktop","top","new",3,60,0,0
0,"mobile","top","returning",5,110,0,0
0,"desktop","top","returning",5,86,1,0
0,"mobile","top","new",4,55,1,0
1,"mobile","top","new",4,75,1,0
0,"desktop","middle","returning",5,60,1,0
0,"desktop","middle","returning",8,52,1,0
0,"desktop","top","returning",8,17,1,1
1,"mobile","top","returning",2,133,0,1
1,"desktop","top","returning",4,58,1,0
1,"mobile","top","returning",8,136,1,0
0,"desktop","top","new",8,158,1,0
