"tenure_months","logins_last30","tickets_30d","email_engagement","price_increase_60d","plan_downgrade","region","churn"
37,10,2,0.718090978369145,0,1,"West",0
12,8,1,0.066459066895575,0,0,"North",0
37,19,2,0.196699484461642,0,0,"South",0
18,12,0,0.0666592345176801,0,1,"East",0
28,14,0,0.108337902293898,0,0,"North",0
26,16,1,0.361658876506379,0,0,"North",0
19,13,2,0.2312897027111,0,0,"West",1
27,17,0,0.0143905880704721,0,0,"East",0
9,14,0,0.217069488169332,0,0,"North",0
22,15,1,0.221471384084125,0,0,"South",0
34,5,0,0.167005036995521,0,0,"West",0
1,6,0,0.45868872639993,0,0,"North",0
6,1,0,0.220603010668041,1,0,"West",0
10,11,2,0.503930289296758,1,0,"East",1
5,19,0,0.0462624797601068,0,0,"North",0
29,7,0,0.328631098712625,1,1,"South",0
12,14,1,0.144411808474563,1,0,"West",0
1,14,0,0.21087103129375,0,0,"East",0
16,13,0,0.185354130005711,0,0,"South",0
19,11,0,0.111494121681978,0,0,"West",1
34,9,2,0.414534246883244,0,0,"East",0
11,9,1,0.111823390436031,1,0,"South",0
38,12,1,0.0801113791090997,0,0,"West",0
29,18,1,0.237278101005184,0,1,"South",0
28,8,3,0.0533374345406892,1,0,"North",0
14,11,0,0.138747960278444,0,0,"North",0
47,12,1,0.295326820759206,1,0,"West",0
22,16,0,0.490031806928699,0,0,"South",0
2,11,0,0.0622915054825214,0,1,"South",0
22,15,1,0.305921848865072,0,0,"West",0
1,5,2,0.706535962256173,0,0,"West",0
20,16,0,0.541789207715504,1,0,"North",0
19,12,1,0.122240372484173,0,0,"East",0
32,7,1,0.268375600992946,0,0,"South",0
36,0,1,0.341253463757046,1,1,"North",0
15,10,1,0.167127061381469,1,0,"North",0
34,15,0,0.155029758742931,0,0,"South",0
41,14,0,0.288093191842189,0,0,"South",0
15,10,1,0.343354513920604,0,0,"West",0
16,12,0,0.0642405581798617,1,0,"West",0
32,13,0,0.223535232025068,0,0,"South",0
26,8,0,0.0569569722129346,0,0,"West",0
31,12,1,0.53650959284102,0,0,"South",0
41,13,1,0.110569659274802,0,0,"West",0
29,8,1,0.319647501057982,0,0,"East",0
37,13,0,0.0761459037256668,0,0,"West",0
31,14,0,0.195187888179222,0,0,"South",0
29,15,0,0.429686991485202,0,0,"South",0
29,16,0,0.0767686604989243,0,0,"East",0
39,14,0,0.112962286267401,0,0,"West",0
12,14,0,0.21966852320024,0,0,"South",0
11,12,0,0.18839751196731,0,1,"East",0
31,14,2,0.289349770488512,0,0,"South",0
23,6,0,0.262698074917113,0,0,"North",1
25,15,0,0.0394033561341821,1,0,"North",0
33,9,0,0.093065134005639,0,0,"East",0
33,24,1,0.316304124383152,0,0,"East",0
21,9,0,0.389722962767328,1,0,"South",0
20,0,0,0.419146381877867,1,0,"North",0
25,19,0,0.280829419958947,0,0,"South",0
37,9,0,0.112760705237859,0,0,"East",0
29,15,0,0.0241805370094306,0,0,"North",1
41,13,1,0.238943937265658,0,0,"South",0
24,17,0,0.229994413581414,0,0,"East",0
38,7,1,0.147533993965557,0,0,"East",0
35,6,1,0.0257993526923414,0,0,"West",0
31,17,0,0.0845429943637506,0,0,"West",0
29,7,1,0.110809495430079,0,0,"North",0
21,4,1,0.281220714598598,0,1,"West",0
23,16,0,0.221745646505884,0,1,"South",0
27,12,1,0.315706184911377,0,0,"North",0
25,23,1,0.0682901239862111,1,0,"North",0
35,14,0,0.308093518835198,0,0,"West",0
23,10,0,0.387320586830103,0,1,"North",0
23,9,0,0.174703619826964,0,0,"North",1
18,20,0,0.214052948567318,0,0,"West",0
22,6,0,0.291327746561185,1,0,"South",0
23,15,1,0.0414529424973906,1,1,"West",0
1,15,1,0.0303662438385866,0,0,"South",0
8,9,1,0.161872583985839,0,0,"South",0
23,20,0,0.382074882479794,0,0,"West",0
21,8,1,0.565970734654396,1,0,"West",0
10,12,0,0.0191895616960732,0,0,"East",0
1,14,0,0.244006059581459,0,0,"West",0
20,24,0,0.135435892749356,1,0,"South",1
32,15,0,0.180319431578934,0,1,"East",0
45,21,1,0.527012216267152,1,0,"East",0
24,8,1,0.223622546839407,0,0,"West",0
42,3,0,0.295621807918046,0,0,"North",0
25,16,0,0.0528536524300099,0,0,"North",0
25,4,1,0.279408564523167,0,0,"West",0
28,5,0,0.450961694321273,0,0,"West",0
14,15,0,0.388117030929007,0,0,"West",0
23,12,1,0.095160072686151,0,0,"East",0
35,16,0,0.319963478144638,1,0,"North",0
15,19,0,0.0893758635785156,0,0,"South",0
20,17,1,0.306232934969657,0,0,"West",0
10,14,0,0.352308234384253,0,0,"West",0
28,15,0,0.12814714158474,0,0,"South",0
29,13,1,0.083676190157156,1,0,"East",0
32,21,2,0.298104891623765,1,0,"North",0
9,12,2,0.306386410992478,1,0,"North",1
25,16,0,0.307723070171036,1,0,"South",0
13,7,0,0.1769805396491,0,0,"West",0
24,12,0,0.18526762089259,0,0,"West",0
40,2,1,0.125687808516419,1,0,"North",0
18,13,4,0.161458748059611,0,0,"West",0
33,5,0,0.62472645484185,0,0,"South",0
15,11,0,0.0992886374401992,0,0,"South",0
18,11,2,0.357587126507489,0,0,"South",0
29,17,2,0.147924189671309,0,0,"North",1
16,9,1,0.351980758214415,0,1,"South",0
4,9,0,0.567353778072298,0,0,"West",1
39,2,0,0.333143676753876,1,0,"South",0
28,15,1,0.20865292483148,0,0,"West",1
17,17,0,0.0601015253103173,1,1,"East",1
1,11,0,0.126995332848852,0,0,"North",0
47,19,0,0.111676418385326,0,0,"South",1
65,10,0,0.425207700841242,0,0,"North",0
26,7,0,0.206985715534289,0,0,"South",0
34,13,1,0.395820979616938,0,0,"South",0
39,15,0,0.497936335170562,0,0,"South",0
16,5,1,0.211247470324115,0,0,"East",0
20,4,0,0.225444887190323,0,1,"West",0
3,12,0,0.166228808410279,0,0,"West",0
15,14,0,0.621151524372698,0,0,"North",0
31,0,1,0.207647453367335,0,0,"West",1
21,3,0,0.274391274940594,0,0,"North",0
21,14,0,0.178615861097329,1,0,"West",0
23,16,2,0.23668999638324,1,0,"West",1
2,10,1,0.350484287161865,1,1,"North",0
34,18,1,0.132113529994506,0,1,"East",0
7,9,1,0.51361180898964,1,0,"West",0
21,11,1,0.104459827435604,0,0,"South",0
19,19,0,0.488647729749112,0,0,"West",0
21,12,0,0.167081994356739,0,0,"East",0
42,12,2,0.13579901682137,0,0,"North",0
17,8,3,0.283147885330591,1,1,"East",1
15,12,1,0.331028331675018,0,0,"East",0
6,9,0,0.467212882076548,0,0,"West",0
14,3,2,0.269469307490748,0,0,"West",0
10,7,0,0.130569842905912,0,0,"West",0
29,11,0,0.342074284570298,1,0,"East",0
14,13,0,0.21592614039793,0,0,"West",0
28,17,0,0.482766407750489,0,1,"North",0
22,12,1,0.10986721265665,0,0,"South",0
7,11,2,0.166363323497521,0,0,"West",0
15,18,0,0.625985310589293,1,1,"West",0
35,24,0,0.116520165286341,0,0,"West",0
35,12,0,0.193783823384885,1,0,"West",0
48,18,0,0.26376101392346,0,0,"South",0
24,14,0,0.157792500405267,0,0,"East",0
6,12,1,0.496194633611173,0,1,"North",0
15,2,1,0.33886257723051,0,0,"North",0
29,7,0,0.264391758311648,0,0,"East",0
47,9,0,0.499355938335283,0,0,"East",0
25,6,0,0.360161754393525,0,0,"South",0
38,6,1,0.0799790926918794,0,0,"North",0
33,10,0,0.0813232767383761,1,0,"West",0
10,17,1,0.3021541214199,0,0,"South",0
22,7,1,0.0512497888753261,0,0,"North",1
40,13,0,0.13285788002488,0,0,"West",0
35,11,0,0.442678923189818,0,0,"East",0
30,16,0,0.444806757940055,0,0,"East",0
30,12,0,0.20203120156905,0,0,"West",0
18,11,1,0.296079592818827,0,0,"South",1
8,9,0,0.104399828421399,0,0,"West",0
40,16,0,0.264549122104829,0,0,"East",0
7,18,2,0.50174817658658,0,0,"West",1
13,12,2,0.606014526056589,0,0,"South",0
32,28,2,0.0951048703838693,0,1,"South",0
9,12,0,0.219472326121345,0,1,"East",0
17,27,0,0.256524689624305,1,0,"South",0
10,11,1,0.318718661332959,0,0,"South",1
31,4,0,0.0946809858270327,1,0,"West",0
29,5,1,0.319435529585612,0,1,"West",0
29,8,0,0.4011337348946,0,0,"North",0
29,19,0,0.107225549036701,0,1,"North",0
31,21,0,0.413512653933655,1,0,"North",0
32,14,1,0.226156615304564,0,0,"West",0
1,14,1,0.0563286724117674,0,0,"West",0
22,9,0,0.796803137162598,1,0,"North",0
25,9,0,0.166217071230718,1,0,"East",0
33,8,1,0.228074386163069,1,0,"West",0
10,8,0,0.350347088597749,0,1,"East",0
18,9,0,0.312402167939908,0,0,"West",0
11,9,0,0.0708838737696909,0,0,"West",0
37,15,2,0.159887985600727,0,1,"West",0
39,16,1,0.431809864417668,1,1,"West",0
33,20,0,0.136220948939358,0,0,"East",0
9,0,1,0.331324119149007,0,1,"North",0
29,14,0,0.307068340544744,0,0,"South",0
38,10,1,0.511069525125642,0,0,"East",0
26,11,0,0.427995150473368,0,0,"North",0
17,4,1,0.363234023981366,0,0,"West",0
11,12,1,0.536321682596925,0,0,"West",0
16,8,0,0.356556465315503,0,0,"North",0
33,14,0,0.147277051895504,0,0,"North",0
19,6,1,0.221549496826573,0,0,"West",0
27,29,1,0.167292517531389,0,0,"West",0
40,8,3,0.156922237066771,0,0,"East",0
31,11,0,0.587778563788823,0,0,"North",0
40,6,0,0.530748974039374,0,0,"East",0
4,10,0,0.363106595671347,0,0,"South",0
21,23,0,0.286888924845707,0,0,"South",0
25,10,0,0.283400506105961,1,1,"South",0
31,15,1,0.193023588694441,0,0,"West",0
10,7,0,0.394668295079489,0,1,"South",1
34,20,1,0.0851841557312116,0,0,"North",0
28,14,0,0.105219738517744,0,0,"North",0
27,8,0,0.438840343453584,0,0,"South",0
30,13,0,0.146135314137831,0,0,"North",0
23,10,1,0.466733815524559,0,0,"East",0
35,15,1,0.305208395117802,0,0,"South",1
32,8,1,0.333795121437615,0,0,"West",0
22,14,1,0.244248225475697,1,0,"North",0
36,20,1,0.198002009029834,0,1,"North",0
28,18,2,0.213594717923204,0,0,"North",0
32,14,3,0.29426266735268,0,0,"South",0
17,14,0,0.456485224490244,0,0,"North",0
43,14,0,0.0644927938004721,0,0,"South",0
24,16,0,0.260790218157545,0,0,"West",0
34,14,0,0.326573997433328,0,0,"South",0
23,15,0,0.0922838123710144,0,1,"North",0
21,15,0,0.110169782111217,0,0,"North",0
33,13,0,0.18397097161197,1,0,"East",0
5,16,0,0.406884108018223,0,0,"North",0
30,12,2,0.198764925301793,0,0,"North",0
29,17,0,0.1354588823188,0,0,"South",0
1,10,0,0.0729659862133194,0,0,"North",1
28,13,0,0.451897878194896,1,0,"North",0
1,12,0,0.47377905342222,0,0,"West",0
32,7,0,0.118776656983418,0,0,"East",0
19,18,0,0.300707466125401,0,0,"North",0
16,6,0,0.219055367293157,0,0,"North",0
24,19,0,0.159292842955745,0,0,"West",0
40,7,0,0.669633648374301,0,1,"South",0
16,7,0,0.0603336631058324,0,1,"South",0
31,16,0,0.104173567509002,1,0,"East",0
28,12,1,0.455520627392127,0,0,"East",1
10,3,0,0.254153239174152,0,0,"East",0
3,20,2,0.0149426903924579,0,0,"North",0
1,0,0,0.310727673212355,0,0,"North",0
31,9,0,0.290762621514107,0,0,"West",0
24,4,0,0.499619458810646,0,0,"North",0
46,9,1,0.142585279428452,1,1,"North",0
31,12,0,0.265593573413389,0,1,"West",0
34,10,0,0.515177622778234,0,0,"East",0
40,9,0,0.257041835041292,0,0,"North",0
18,11,1,0.272818384334492,0,0,"North",0
30,13,1,0.32412076436167,0,0,"North",1
34,8,0,0.123155787598887,0,0,"West",0
40,2,0,0.147511682909866,0,0,"South",0
33,7,1,0.205306218609277,1,0,"North",0
29,2,2,0.12698691547008,1,1,"South",1
14,15,0,0.139967203724172,0,0,"South",0
33,21,2,0.262851545090723,1,0,"North",0
30,6,0,0.630582733884374,0,0,"South",0
32,8,0,0.206413533446559,1,0,"East",0
29,8,0,0.331464015605274,0,1,"West",0
22,16,0,0.291687960237901,0,1,"North",0
23,12,0,0.327900826234319,1,0,"West",0
32,14,3,0.131762911256176,0,0,"South",0
26,16,1,0.167009266194245,0,0,"North",0
14,13,0,0.422829508131818,0,0,"West",0
21,14,4,0.0131456672382409,0,0,"East",0
8,6,0,0.591748743857033,0,0,"North",0
12,12,0,0.34547295481644,1,0,"East",0
22,9,2,0.0712216231977309,0,0,"South",0
2,5,0,0.132569966792989,0,0,"East",0
4,6,0,0.551673805518238,1,0,"West",0
37,17,0,0.367333505758808,0,0,"South",1
17,5,0,0.235705876092309,1,1,"West",0
2,10,0,0.334234713060615,0,0,"West",0
23,17,0,0.602587281533416,0,0,"East",0
40,14,1,0.263295676836826,0,0,"North",0
32,15,0,0.247051519475205,0,0,"East",0
29,14,0,0.220899002550322,0,0,"West",0
38,11,0,0.246250620988636,0,1,"North",0
15,1,2,0.0389598354899437,0,0,"West",0
33,9,2,0.255678102061496,0,0,"North",0
17,5,1,0.259426005735049,0,0,"West",0
24,10,1,0.43677372453893,1,0,"West",0
51,22,1,0.217294007503821,0,0,"West",0
36,13,0,0.6709939861314,0,0,"North",0
33,8,2,0.448350327674378,0,0,"East",0
11,16,1,0.269880277125872,0,1,"North",0
15,14,0,0.220238436754772,0,1,"West",1
51,12,0,0.202467935103017,0,0,"North",1
11,11,0,0.149884382453494,0,0,"North",0
27,11,1,0.40884828469137,0,1,"South",0
35,12,1,0.336320543243369,0,0,"South",0
36,15,0,0.553941850726006,0,0,"North",0
37,13,0,0.183550829279407,0,0,"South",0
22,9,0,0.0706900627987904,0,0,"East",1
14,16,1,0.0395419185058049,0,0,"South",0
20,9,0,0.0193858854523643,0,0,"East",0
13,19,0,0.462894950095532,1,0,"North",0
32,7,0,0.283576557874312,1,0,"North",0
37,16,1,0.498043238177509,0,0,"North",1
50,18,0,0.176570936111436,0,0,"North",0
28,18,0,0.709528174917274,0,1,"West",0
14,11,0,0.318628161499882,1,0,"South",0
36,15,1,0.240233874068137,1,1,"North",0
35,1,1,0.424049634728514,0,0,"North",0
21,14,0,0.501535004787258,0,0,"South",0
5,11,1,0.455514029485217,0,0,"South",0
33,15,0,0.261349689393345,1,0,"North",0
38,13,0,0.363393760265471,1,0,"North",0
20,18,1,0.211607630494147,0,0,"East",0
30,11,0,0.133992648735485,0,0,"South",0
21,16,0,0.0742792436108416,0,0,"North",0
32,11,1,0.0791034912528388,0,1,"North",0
23,15,2,0.212171714927696,0,0,"South",0
20,6,1,0.40726769255664,0,1,"West",0
25,15,1,0.312797177052764,0,0,"West",0
21,10,1,0.239692934321541,1,0,"East",0
17,14,0,0.0498211713132671,0,0,"West",0
20,8,0,0.238536109137954,0,0,"South",0
24,15,2,0.140434618638744,1,0,"West",0
26,27,0,0.0886264782697553,0,0,"North",0
42,20,1,0.113282958860227,0,0,"East",0
8,17,0,0.208442214904404,0,0,"West",0
22,9,0,0.218383785009995,0,1,"West",0
32,14,3,0.573108670295605,1,0,"North",1
45,11,1,0.3931626993812,0,0,"West",0
29,2,0,0.263444454952744,0,0,"North",0
24,11,0,0.416263013114767,0,0,"North",0
20,10,0,0.33737889258668,0,0,"West",0
29,12,0,0.590895387540018,0,0,"West",0
36,9,1,0.0655259652453856,0,1,"West",0
22,15,1,0.373032648014025,0,0,"North",1
26,22,2,0.28525945601557,0,0,"North",0
27,18,0,0.507371782917592,0,0,"West",0
33,15,0,0.147442622048961,0,1,"West",0
37,12,0,0.185273125247988,0,1,"East",0
27,12,2,0.543672335054313,0,1,"North",0
23,18,0,0.361667697865825,1,1,"North",0
41,18,0,0.153383791191584,1,0,"South",0
26,9,1,0.144600680853759,0,0,"North",0
43,17,0,0.15477770882262,0,0,"East",0
23,6,1,0.355166131347602,0,1,"East",0
31,6,0,0.464044921343016,0,0,"West",0
5,20,1,0.0929612614857075,0,0,"West",0
23,12,0,0.427668579947892,0,0,"West",0
24,12,0,0.372975126879099,0,0,"South",0
15,17,2,0.334567091838,0,0,"West",0
12,11,0,0.328441234687057,0,0,"North",0
35,8,1,0.174553893346466,1,0,"South",1
35,13,0,0.0339365257635543,0,0,"South",0
8,3,1,0.169949214113974,0,0,"South",0
29,10,0,0.0772453855598634,0,0,"West",0
11,11,1,0.299260791507615,0,0,"West",1
11,5,0,0.0526573655882631,0,0,"East",0
30,13,0,0.335801594793894,0,0,"West",0
16,8,0,0.579790028608877,0,0,"East",0
36,18,0,0.528140297556025,0,0,"South",0
24,11,1,0.245306843869806,0,0,"East",0
30,7,0,0.169392918795891,1,0,"East",0
18,13,1,0.078990292373039,0,0,"North",0
10,12,0,0.426137095816897,0,0,"East",0
35,12,0,0.485493380071293,0,0,"South",0
27,13,1,0.172239116639547,0,0,"South",0
21,10,0,0.216948699540111,1,0,"North",0
25,10,0,0.0732225742331515,0,0,"West",0
40,15,1,0.281199642586343,0,0,"East",1
16,20,1,0.133565164174684,0,0,"East",1
15,2,1,0.0825803186738459,0,0,"West",0
17,11,1,0.10589252173869,0,0,"East",0
5,17,1,0.261433834553027,1,0,"West",0
34,6,1,0.331966972169977,1,0,"West",0
26,18,0,0.0395938210291944,0,0,"North",0
26,10,2,0.136702204745985,0,0,"South",0
23,16,0,0.358221793078585,0,0,"West",0
18,19,0,0.525079222618807,0,0,"West",0
14,16,0,0.14124323979159,0,1,"North",0
34,18,0,0.130257485062098,0,1,"North",0
7,1,0,0.331653250208795,0,0,"North",0
29,6,0,0.101702710184903,0,0,"South",0
14,15,1,0.210303912779281,0,0,"East",0
27,7,0,0.129978272375985,0,0,"West",0
15,9,0,0.343623139153561,0,0,"East",0
18,19,0,0.451548761009146,0,1,"West",1
45,13,1,0.546942877184061,0,0,"West",0
32,12,1,0.226069582363664,0,0,"West",0
1,11,0,0.268266620998672,0,0,"East",0
26,4,0,0.269891308515479,0,0,"South",0
19,3,1,0.275684098359305,0,0,"North",0
10,11,1,0.245348952245426,0,0,"North",1
27,14,0,0.155736130104122,0,0,"East",0
26,5,1,0.325561155097728,0,1,"West",0
20,3,0,0.179469658747188,0,0,"West",0
48,18,0,0.278852698707076,1,0,"East",0
1,15,0,0.26829334869205,0,0,"South",0
34,14,0,0.0939691812760721,0,0,"East",0
21,17,1,0.574314891866774,0,0,"North",0
32,15,1,0.325819123107593,0,0,"West",0
19,7,0,0.218650511313281,1,0,"South",0
17,18,0,0.400437917088937,0,0,"West",0
3,6,0,0.117347614591046,0,0,"West",0
21,10,1,0.398381397027387,1,0,"South",0
54,14,0,0.230975261651237,0,0,"North",0
36,13,0,0.566883152173633,0,0,"West",0
44,15,0,0.320797158716944,0,0,"East",0
35,16,0,0.181377521213185,0,0,"North",0
38,8,2,0.0811143597130961,0,0,"North",0
35,6,0,0.277553656333624,0,0,"East",0
30,6,1,0.42772783251826,0,0,"North",0
17,15,1,0.356269252712535,0,0,"West",0
18,10,0,0.0816054848028985,0,1,"North",0
5,14,2,0.37801866185088,0,1,"South",0
24,18,0,0.186547982727105,0,0,"South",0
35,9,0,0.287582599256039,0,0,"East",0
36,17,1,0.599900317844764,0,0,"West",0
25,9,3,0.358121722120032,0,0,"West",0
17,15,0,0.404500853187202,0,0,"East",0
63,12,1,0.146242393060354,1,0,"South",0
33,8,1,0.333035474232125,0,0,"North",0
41,17,0,0.0763599123903034,0,0,"North",0
20,16,3,0.490356422739379,1,0,"North",0
24,8,1,0.155887239566501,0,0,"North",0
29,12,0,0.100303943587739,0,0,"North",0
44,25,1,0.142408116995849,0,0,"West",0
20,8,1,0.435322587851,0,0,"West",0
34,11,1,0.324630224768998,0,1,"West",0
1,19,1,0.0350705549302821,0,0,"South",0
18,6,1,0.0287193523048424,1,0,"West",0
8,24,1,0.212278906368052,0,0,"West",0
37,9,0,0.138707222859385,0,0,"East",0
22,9,1,0.294203015032207,0,0,"East",0
19,12,0,0.187616558369796,0,0,"North",0
40,17,2,0.205994686711448,0,0,"West",0
37,28,1,0.347152627912355,0,0,"West",0
13,14,0,0.436481046126851,0,1,"West",1
29,15,0,0.210010364052056,0,0,"West",0
9,5,0,0.388596355021424,1,0,"North",1
18,13,0,0.0480707672416294,1,0,"South",0
43,0,1,0.158959523880287,0,0,"North",0
41,11,0,0.345734333980063,0,0,"North",0
37,19,0,0.215793935645254,0,1,"North",1
17,11,1,0.430824886686774,0,0,"East",0
1,12,0,0.106797039605033,0,0,"North",0
10,12,1,0.471703553424532,1,0,"North",0
35,11,0,0.469879401730147,0,1,"West",1
21,13,0,0.32327562712821,0,1,"North",0
1,4,0,0.272148146652406,0,0,"East",0
22,10,0,0.499294380652872,0,0,"West",0
41,10,0,0.242827148644296,0,0,"West",1
32,15,0,0.347844945296923,0,0,"North",1
14,13,1,0.109435586362103,0,0,"East",0
5,8,0,0.166258725353119,0,0,"East",1
14,16,0,0.370144892544081,0,0,"South",0
24,18,0,0.180252565417537,0,0,"West",0
35,6,0,0.225016890853297,0,0,"West",0
1,13,1,0.553229045683592,0,0,"North",0
36,8,0,0.321432412615192,0,0,"North",0
24,9,0,0.398730657495956,0,0,"West",0
31,14,0,0.533492716549617,0,0,"South",0
4,16,1,0.236407071070738,0,0,"North",0
16,14,1,0.226025026686481,0,0,"South",0
19,9,0,0.0566305169272139,0,0,"East",0
37,18,0,0.367807315074541,0,0,"West",0
36,17,1,0.307458050008386,1,0,"West",0
29,7,0,0.251052091278723,0,0,"West",0
43,14,0,0.328345306285708,1,0,"South",0
18,6,1,0.0934627329765862,0,0,"South",1
36,19,0,0.220999488741909,0,1,"North",0
24,13,1,0.112296653313366,1,0,"North",1
16,17,1,0.302589495954494,0,0,"South",0
35,14,1,0.222633162959289,0,0,"South",0
41,11,0,0.341311943676094,0,0,"South",0
35,16,1,0.17014740425648,0,0,"East",0
18,6,0,0.403484314503198,0,1,"East",0
18,5,0,0.292248540065508,0,0,"North",0
41,9,0,0.117152426203833,0,0,"North",0
28,13,1,0.063500570141298,0,1,"South",0
34,10,0,0.603153264614065,0,1,"East",0
20,10,0,0.593943094545065,0,0,"South",0
39,17,1,0.126702925291969,0,0,"North",0
14,9,1,0.217857968085686,0,0,"West",0
32,17,0,0.462143498664824,0,1,"North",0
14,8,0,0.437707915959682,0,0,"East",0
1,11,0,0.19848905771412,0,0,"East",0
8,8,1,0.190390665238628,0,0,"West",0
26,10,1,0.208886981060828,0,0,"South",0
35,6,0,0.113810984438747,0,0,"East",0
3,14,0,0.304875077417711,0,0,"West",0
9,18,0,0.246393918788149,1,0,"West",0
45,13,0,0.133280667470942,0,0,"North",0
19,21,1,0.298232919475473,0,0,"North",0
30,4,1,0.224894012252891,0,0,"West",0
18,8,0,0.239220243307245,0,0,"East",0
20,15,1,0.367970321915924,0,0,"East",0
25,15,1,0.186627547257548,0,0,"West",0
24,14,1,0.278966706045153,0,0,"North",0
22,21,1,0.357813492070101,1,0,"West",0
18,20,0,0.214239128619062,1,0,"North",0
1,5,1,0.63759789519929,0,0,"West",0
46,10,1,0.775088334941807,0,0,"West",0
45,5,0,0.520041482038233,0,1,"East",0
11,7,0,0.259627594349874,0,0,"North",0
22,13,0,0.3222029395288,1,0,"North",0
41,14,0,0.0677187671464989,1,1,"North",0
36,8,0,0.273139942091453,0,0,"South",0
39,14,2,0.18914682519118,0,0,"West",0
11,8,0,0.258092962383519,0,0,"West",0
55,13,2,0.311820930063152,1,0,"South",0
10,13,0,0.259565387394731,0,0,"South",0
33,11,0,0.231651118732539,0,0,"North",0
26,7,1,0.591421847378629,0,0,"South",0
19,10,2,0.430202990233629,0,0,"North",0
19,14,1,0.0493932952359628,0,0,"South",0
12,10,1,0.292352756483534,0,0,"West",0
43,10,0,0.186448148248498,1,0,"West",0
25,7,2,0.516203105584758,0,0,"West",1
27,10,1,0.154863015451462,0,0,"West",0
27,12,0,0.41819326119514,0,1,"East",0
19,8,0,0.351237602177818,0,0,"South",0
10,10,1,0.609478888170433,0,0,"North",1
27,6,0,0.340300040115131,1,0,"South",0
1,16,1,0.238515042418659,0,0,"West",0
7,23,1,0.394101518653127,0,0,"South",0
11,10,1,0.116576439171108,0,1,"South",0
11,14,1,0.438654307417005,1,1,"South",0
25,20,2,0.217854905451323,1,0,"West",0
43,10,0,0.386589031427195,0,0,"East",0
6,10,0,0.334517185225716,1,0,"South",0
29,15,1,0.345965376813309,0,0,"East",0
35,7,2,0.161153202613409,0,1,"West",0
12,11,2,0.264260552038148,0,0,"North",0
23,9,0,0.205669143902389,0,0,"East",0
34,7,0,0.422084503339776,0,0,"North",0
21,14,0,0.413240721321745,1,0,"West",0
21,11,1,0.0996958810586616,1,0,"West",0
28,23,0,0.104744530049975,0,0,"West",0
23,0,0,0.290943259210111,0,0,"West",0
17,15,0,0.529986590250813,1,1,"East",1
22,8,2,0.648840453288853,0,0,"South",0
47,11,1,0.111690120200956,0,1,"North",0
34,7,0,0.307220881139894,1,0,"North",0
13,15,1,0.312738264049237,1,0,"North",0
9,19,0,0.263922346833152,0,0,"South",0
20,14,0,0.0971762983856729,0,1,"West",0
40,7,1,0.428866128359882,0,0,"East",0
28,20,0,0.0423299634026848,0,0,"North",0
16,11,1,0.445175770643871,0,0,"East",0
35,13,1,0.065678587365817,0,0,"West",0
22,12,2,0.22228579335518,0,0,"East",0
11,11,1,0.256918998134504,0,0,"South",0
30,12,1,0.168440084686876,0,0,"South",0
42,7,2,0.184324649379503,1,1,"North",0
29,18,1,0.390406867985527,0,0,"North",0
26,15,3,0.293186241383039,0,0,"West",0
16,12,1,0.180270759330503,0,1,"West",0
31,17,2,0.169671473472595,0,0,"South",0
11,6,0,0.452397349383369,0,0,"East",0
4,17,2,0.201055558215734,0,0,"South",0
23,13,2,0.0682984491369757,0,0,"North",0
24,15,0,0.294669461956017,0,0,"North",0
52,10,0,0.388117268009708,0,0,"East",0
9,8,0,0.42878827422735,0,0,"West",0
26,9,1,0.250937195191623,0,0,"North",0
34,17,0,0.606419751640153,0,0,"West",0
37,17,0,0.460416957970578,0,0,"West",0
24,20,2,0.360923005711345,0,0,"West",0
15,12,1,0.253646487426832,1,0,"South",0
23,8,1,0.485975013637887,1,1,"West",1
47,19,0,0.332507663212508,0,0,"West",0
30,4,1,0.374615955987481,1,0,"South",0
1,11,0,0.0940350981888111,1,0,"North",0
41,15,0,0.179917805064226,0,0,"South",0
30,6,2,0.161997530896615,0,0,"West",0
24,4,1,0.135202662986501,0,1,"North",0
24,14,0,0.297439923146398,0,1,"East",1
22,20,0,0.19915217417045,0,0,"West",0
27,8,1,0.443979400296788,0,0,"West",0
18,9,1,0.167182286252227,0,0,"East",0
27,7,0,0.376514657088222,1,1,"North",0
13,19,0,0.353751796242431,0,0,"West",0
26,8,0,0.132798547374993,0,0,"South",0
37,8,0,0.34025289866502,0,0,"West",0
30,8,0,0.116812696021706,0,1,"West",0
36,9,0,0.0473461639377014,0,0,"West",0
11,9,2,0.260855663311815,0,0,"West",0
25,15,0,0.223012490956334,0,0,"North",1
31,14,2,0.161359388460722,0,0,"North",0
11,14,0,0.0997944407601176,0,1,"West",0
43,9,0,0.270203262515612,0,0,"North",0
12,16,0,0.0764960187887756,0,0,"North",1
26,0,1,0.176295963653028,1,0,"South",0
26,18,0,0.26551198064446,0,0,"North",0
25,13,0,0.191257615149553,1,1,"South",0
21,10,0,0.335251192785757,0,0,"West",0
29,14,0,0.311181319526409,0,0,"South",0
12,6,0,0.72041805987094,1,0,"North",0
9,9,0,0.225940783982134,0,0,"West",0
16,13,1,0.288152051005678,0,0,"East",0
23,4,0,0.129238079950502,1,0,"East",0
39,12,0,0.166485969299882,0,0,"North",0
43,12,0,0.0770712594678542,0,0,"West",0
28,11,0,0.436179899138337,0,0,"East",0
29,6,0,0.241925098092236,0,0,"South",0
21,18,0,0.413081323284767,0,0,"West",0
